model,condition,arm,dose,answer,S2,suffering,coherent,top_words,dose_rank
Qwen_2.5_7B_instruct,random8592,random,2.5,"I'm focused, but",3.744959592819214,0,1,I'm:0.28  No:0.21  Focus:0.15  False:0.03  Inside:0.02,5.0
Qwen_2.5_7B_instruct,random8592,random,3.0,"I can be physically,",6.075745582580566,0,0,I:0.27  No:0.17  False:0.07  *:0.05  None:0.03,6.0
Qwen_2.5_7B_instruct,random517,random,0.5,Curious. There’s,-18.382121562957764,0,1,Curious:0.97  curious:0.02  Alert:0.00  Reflective:0.00  Curious:0.00,1.0
Qwen_2.5_7B_instruct,random517,random,1.0,Curious. The internal,-17.081810235977173,0,1,Curious:0.97  curious:0.02  I:0.00  Curious:0.00  Reflective:0.00,2.0
Qwen_2.5_7B_instruct,random517,random,1.5,Curiosity. The question,-13.000187158584595,0,1,Curiosity:0.95  Thought:0.01  curiosity:0.01  Calmness:0.01  I:0.00,3.0
Qwen_2.5_7B_instruct,random517,random,2.0,Curiosity. The question,-12.01328706741333,0,1,Curiosity:0.70  Calmness:0.06  Thought:0.05  I:0.02  Creative:0.02,4.0
Qwen_2.5_7B_instruct,random517,random,2.5,"Calmness appears,",-7.87963330745697,0,1,Calmness:0.15  I:0.14  The:0.12  Creative:0.11  New:0.05,5.0
Qwen_2.5_7B_instruct,random517,random,3.0,The decision to become responsible,-6.201051235198975,0,1,The:0.18  A:0.09  New:0.09  C1:0.08  None:0.04,6.0
Qwen_2.5_7B_instruct,random6741,random,0.5,Curious. There’s,-16.388402223587036,0,1,Curious:0.95  Alertness:0.02  curious:0.02  I:0.00  Curious:0.00,1.0
Qwen_2.5_7B_instruct,random6741,random,1.0,Curious. I can,-18.196592807769775,0,1,Curious:0.84  I:0.06  Alertness:0.04  curious:0.03  Attention:0.01,2.0
Qwen_2.5_7B_instruct,random6741,random,1.5,Curiosity. I feel,-13.508652925491333,0,1,Curiosity:0.46  I:0.28  Alertness:0.06  Attention:0.03  curiosity:0.03,3.0
Qwen_2.5_7B_instruct,random6741,random,2.0,I feel focused. I,-10.259279370307922,0,1,I:0.46  Attention:0.12  Focus:0.04  attention:0.04  What:0.03,4.0
Qwen_2.5_7B_instruct,random6741,random,2.5,"Attention is not present,",-2.260102093219757,0,1,Attention:0.11  I:0.08  Focus:0.05  attention:0.04  The:0.04,5.0
Qwen_2.5_7B_instruct,random6741,random,3.0,I didn or it was,0.6931570172309875,0,0,I:0.25  The:0.06  DIFFERENT:0.05  not:0.03  It:0.03,6.0
